index,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
251,B1,24/03/96,Germinal,Gent,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
252,B1,24/03/96,Waregem,Anderlecht,1.0,4.0,A,1.0,1.0,D,,,,,,,,,,,
253,B1,30/03/96,Anderlecht,Lommel,3.0,2.0,H,3.0,1.0,H,,,,,,,,,,,
254,B1,30/03/96,Beveren,Antwerp,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
255,B1,30/03/96,Charleroi,Aalst,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
256,B1,30/03/96,Mechelen,Gent,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
257,B1,30/03/96,Seraing,Cercle Brugge,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
258,B1,30/03/96,St Truiden,Lierse,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
259,B1,31/03/96,Club Brugge,Standard,6.0,1.0,H,0.0,1.0,A,,,,,,,,,,,
260,B1,31/03/96,Germinal,Molenbeek,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
261,B1,31/03/96,Waregem,Harelbeke,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,
262,B1,05/04/96,Cercle Brugge,Club Brugge,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,
263,B1,05/04/96,Charleroi,Waregem,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
264,B1,06/04/96,Aalst,Germinal,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
265,B1,06/04/96,Antwerp,Harelbeke,2.0,3.0,A,1.0,0.0,H,,,,,,,,,,,
266,B1,06/04/96,Gent,Anderlecht,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,
267,B1,06/04/96,Lierse,Seraing,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
268,B1,06/04/96,Lommel,Beveren,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
269,B1,06/04/96,Molenbeek,St Truiden,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
270,B1,06/04/96,Standard,Mechelen,2.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
271,B1,12/04/96,Anderlecht,Standard,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,
272,B1,13/04/96,Beveren,Gent,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,
273,B1,13/04/96,Germinal,Charleroi,3.0,1.0,H,0.0,0.0,D,,,,,,,,,,,
274,B1,13/04/96,Harelbeke,Lommel,0.0,3.0,A,0.0,2.0,A,,,,,,,,,,,
275,B1,13/04/96,Mechelen,Cercle Brugge,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
276,B1,13/04/96,Seraing,Molenbeek,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,
277,B1,13/04/96,St Truiden,Aalst,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,
278,B1,14/04/96,Club Brugge,Lierse,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,
279,B1,14/04/96,Waregem,Antwerp,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,
280,B1,21/04/96,Aalst,Seraing,5.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
281,B1,21/04/96,Cercle Brugge,Anderlecht,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
282,B1,21/04/96,Charleroi,St Truiden,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
283,B1,21/04/96,Gent,Harelbeke,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
284,B1,21/04/96,Germinal,Waregem,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
285,B1,21/04/96,Lierse,Mechelen,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,
286,B1,21/04/96,Lommel,Antwerp,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
287,B1,21/04/96,Molenbeek,Club Brugge,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
288,B1,21/04/96,Standard,Beveren,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,
289,B1,05/05/96,Anderlecht,Lierse,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,
290,B1,05/05/96,Antwerp,Gent,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,
291,B1,05/05/96,Beveren,Cercle Brugge,1.0,3.0,A,1.0,0.0,H,,,,,,,,,,,
292,B1,05/05/96,Club Brugge,Aalst,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,
293,B1,05/05/96,Harelbeke,Standard,2.0,3.0,A,0.0,1.0,A,,,,,,,,,,,
294,B1,05/05/96,Lommel,Waregem,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,
295,B1,05/05/96,Mechelen,Molenbeek,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,
296,B1,05/05/96,Seraing,Charleroi,2.0,3.0,A,2.0,1.0,H,,,,,,,,,,,
297,B1,05/05/96,St Truiden,Germinal,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,
298,B1,12/05/96,Aalst,Mechelen,3.0,2.0,H,0.0,2.0,A,,,,,,,,,,,
299,B1,12/05/96,Cercle Brugge,Harelbeke,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,
300,B1,12/05/96,Charleroi,Club Brugge,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,
301,B1,12/05/96,Gent,Lommel,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
302,B1,12/05/96,Germinal,Seraing,5.0,0.0,H,3.0,0.0,H,,,,,,,,,,,
303,B1,12/05/96,Lierse,Beveren,3.0,1.0,H,0.0,1.0,A,,,,,,,,,,,
304,B1,12/05/96,Molenbeek,Anderlecht,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
305,B1,12/05/96,Standard,Antwerp,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
306,B1,12/05/96,Waregem,St Truiden,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,
